date,boss_desc,rubrikabrax,meryde
2022-03-17,"Wish est le Méryde de la couleur verte. C’est grâce à lui si les Sadidas ont une chevelure aussi éclatante et si les Bouftous trouvent l’herbe si appétissante ! Mais on lui doit aussi le teint verdâtre des Bworks et la couleur de nos crottes de nez... beaucoup moins appétissantes, elles !","Si la bière de la Fin Patraque est verte, c’est parce qu’elle est faite à base de trèfles. Sa couleur la rend si attirante, qu’il est difficile de lui résister ! À tel point que rares sont ceux qui sortent indemnes des festivités... À moins de tomber sur du trèfle à 4 feuilles, qui sait !","Aujourd'hui est un jour dédié à la déesse Pandawa. Et qui dit Pandawa dit fête à la taverne… mais pas seulement ! Pour rendre hommage à la déesse, vous pouvez boire un verre, certes, mais aussi porter du vert. Mais le mieux, c’est encore de boire un verre en portant du vert !"
2022-03-18,Ninefi est la Méryde de la créativité. Elle extirpe le talent et l’inventivité du cerveau des gens pour qu’ils en fassent des objets concrets. C’est grâce à elle si les Enutrofs trouvent toujours de nouveaux moyens de se faire de l’argent. Et à cause d’elle si les artistes espèrent toujours en gagner...,"Alit Elfminate est le meilleur tailleur de l’Âge des Dofus. Son imagination fertile est à l’origine de vêtements aussi farfelus qu’excentriques ! On lui doit par exemple les perruques en poil de Kistou, les robes de soirée pour Bwork et les très étranges maillots de corps pour Chachas… en poils de Chachas !","Aujourd’hui, vous allez déborder de créativité ! Avec un simple morceau de bois, quelques clous et une bonne équerre, vous allez pouvoir fabriquer l’objet le plus original de l’année ! Il ne servira probablement à rien, mais eh ! Personne n’a dit que c’était la journée de l’utilité !"
2022-03-19,"Icleen est la Méryde des souterrains. De tempérament lugubre, elle est toujours au fond du trou. Et ça tombe bien, car les endroits sombres et humides et les grottes profondes, c’est sa passion ! Elle protège entre autres les mineurs des éboulements et des éventuels coups de grisou.","En creusant à la recherche de métaux et de pierres précieuses, Ruel et Kamasu Tar Junior réveillent une terrible bête des profondeurs : la Gerbille Géante ! Comment une créature aussi grosse peut-elle vivre sous terre ? Mystère et minerai de cuivre…","Aujourd’hui, vous n’allez pas supporter le moindre rayon de soleil ! Vous aurez envie de visiter les galeries sombres dans lesquelles vous n’avez encore jamais osé mettre les pieds… Qui sait, peut-être tomberez-vous sur un gisement de Manganèse ! Ou sur une bande de bandits sans pitié..."
2022-03-20,"Elosi est le Méryde de la solitude. La compagnie des autres Mérydes, il s’en passe volontiers ! C’est sa faute si les Enutrofs passent les fêtes de fin d’année seuls... Mais aussi grâce à lui s’ils ont plus de bûche glacée à manger !","La Dimension Blanche a été la prison de Qilby durant des centaines d’années. Aucun décor, personne à qui parler, seulement du blanc à perte de vue… Être enfermé dans cet espace immaculé, seul, c’est la pire chose qui pouvait lui arriver ! À part peut-être y être emprisonné… une deuxième fois !","Aujourd’hui, vous allez avoir envie qu’on vous fiche la paix ! Alors, pourquoi ne pas aller respirer l’air frais d’une île éloignée ? Ou mieux : vous aventurer seul dans un donjon et affronter votre destin ? L’avantage, c’est que si vous perdez, il n’y aura personne pour se moquer de vous !"
2022-03-21,"Cébeyon est la Méryde du déjà-vu. Elle s’amuse à donner aux gens l’illusion d’avoir déjà vécu certains moments. « Ce n’est pas la première fois que je vis ça ! », « Eh, mais il me semble t’avoir déjà entendu dire ça ! ». Ça rend les gens fous, mais elle, ça la rend... folle de joie !","Many est un Xélor de l’Âge des Dofus. En créant un portail pour s’enfuir de Bonta, il a carrément déréglé l’Horloge de son propre dieu ! À cause de lui, la Cité Blanche fut condamnée à vivre une seconde fois l’Aurore Pourpre… à vivre une seconde fois l’Aurore Pourpre… à vivre une seconde fois…","Aujourd’hui, l’histoire risque de se répéter ! Cette tête de Bouftou vous dit quelque chose ? Vous êtes sûr d’être déjà venu dans ce donjon ? Pas d’inquiétude ! C’est tout à fait normal ! C’est juste qu’aujourd’hui, l’histoire risque de se répéter ! Cette tête de Bouftou vous dit quelque chose ?"
2022-03-22,Konala est la Méryde de l’insensibilité. Elle rend le cœur des gens plus dur encore que celui des Craqueleurs. Ce qui peut avoir certains avantages en cas de rupture amoureuse... Mais aussi des inconvénients si une nuée de Moskitos vient vous piquer au visage !,"À l’Âge des Dofus, Danathor est l’intendant de Bonta. La sensiblerie et les sentiments, ça n’est pas vraiment sa tasse de thé… D’ailleurs il ne manque jamais une occasion de le faire savoir ! À tel point que certains se demandent si sa place ne serait pas plutôt à Brâkmar !","Aujourd’hui, vous resterez de marbre, en toutes circonstances. Si un Craqueleur vous écrase le pied, c’est tout juste si vous verserez une petite larme ! Si vous vous brûlez la langue en buvant votre potage, vous ne le sentirez même pas ! Bref, c’est le jour idéal pour se faire larguer !"
2022-03-23,"Perviom est le Méryde de la pluie. Quelle que soit la température qu’il fait, il a toujours chaud ! À tel point qu’il passe parfois des journées entières à suer à grosses gouttes. Vous y penserez la prochaine fois que vous vous amuserez à boire l’eau de pluie...","Afin que Xav le Boulanger puisse participer au Concours du Meilleur Pain, Amalia et Evangelyne font repousser tout son champ de blé d’or. Grâce à la magie des Crâs, elles provoquent juste assez de pluie pour que les épis soient parfaits ! De quoi faire pleuvoir les récompenses sur le boulanger !","Aujourd’hui, sortez couverts ! Car vous n’êtes pas à l’abri d’une petite averse, voire d’une grosse saucée ! De quoi gâcher vos vacances à la campagne ou votre promenade en forêt… à moins que vous ne profitiez des arbres pour vous abriter !"
2022-03-24,"Socren est le Méryde de la légèreté. Son corps est si svelte qu’il pèse moins lourd qu’un poil de Chacha ! Il répand un peu de sa légèreté dans le monde à longueur de journée : dans les œufs en neige des pâtissiers, dans le cœur des amoureux, mais aussi et surtout dans les cerveaux des Iops !","À l’Âge des Dofus, Fulsura est une Reine de beauté de Brâkmar. À force de prendre soin de sa ligne, elle est devenue aussi fine et légère qu’une plume de Tofu ! Mais elle a beau être parfaite, il suffit de parler un peu avec elle pour se rendre compte qu’elle a aussi… une cervelle de Tofu !","Aujourd’hui, vous allez vous sentir pousser des ailes ! Vos problèmes vous sembleront aussi légers qu’une plume de Piou ballotée par le vent. C’est l’occasion de faire une petite promenade champêtre, pour vous aérer la tête… ou de crier « Je vole, Djak ! » à la proue d’un bateau."
2022-03-25,"Fala est le Méryde des microbes. Il crée toutes sortes de germes qu’il trie ensuite par catégorie. Une bactérie de pourrissement d’ongle par-ci, un virus d’eczéma des sourcils par-là : chaque microbe à sa place et les gens seront bien contaminés !","Marquis est un mineur de l’Âge des Dofus qui a la réputation d’être un gros buveur, doublé d’un hypocondriaque. À chaque fois qu’on évoque son addiction, il rejette la faute sur les bactéries qui ont élu domicile dans sa gorge ! C’est bien connu, la bière d’Astrub, ça attaque les microbes !","Aujourd’hui, gare aux microbes ! Respectez bien les mesures d’hygiène si vous ne voulez pas attraper froid ! Par exemple, lavez-vous les mains au moins trois fois si vous avez touché un Bwork. C’est le meilleur moyen de limiter l’infection et de ne pas finir cloué au lit comme une Larve !"
2022-03-26,"Dees est le Méryde de la gourmandise. Il passe son temps à manger même lorsqu’il n’a plus faim ! C’est lui qui pousse les enfants à réclamer sans cesse des bonbons et qui vous incite à faire des écarts alors que vous faites régime ! Alleeez, laissez-vous tenteeer... Juste une bouchée !!","Lëon est l’enfant Eliatrope le plus gourmand de toute l’île d’Emrub ! Pour se rapprocher de sa dulcinée, la meilleure cuisinière de l’île, il goûte à tous ses petits plats. Soupe de fleurs ou rôti de Bouftou : il mange tout ! Et pendant ce temps-là, il ne peut pas s’empêcher de la dévorer des yeux !","Aujourd’hui, pas question de se priver ! Vous voulez vous gaver de sucreries ? Vous délecter de friandises acidulées ? Vous remplir la panse de gâteaux au miel ? Eh bien, allez-y ! Mais ne venez pas vous plaindre ensuite d’avoir pris de la brioche… à force d’en avoir trop mangé !"
2022-03-27,"Sha est la Méryde de la digestion. Elle fait en sorte que tous les aliments que vous ingurgitez soient bien assimilés. Elle les guide de l’œsophage jusqu’à l’estomac, puis de l’estomac jusqu’aux intestins pour ensuite évacuer le tout par... Enfin, vous voyez...","À l’Âge des Dofus, le démon Uk’Not’Allag’ s’est fait capturer par le Féca Allister alors qu’il était en plein dîner !  À cause des chaînes magiques qui l’emprisonnaient et le privaient de ses pouvoirs, il fut incapable de digérer ce repas et ça… ça lui est vraiment resté en travers de la gorge !","Aujourd’hui, aucun aliment ne pourra vous résister ! Qu’importe ce que vous ingurgitez, rien ne sera régurgité ! Viande de Trool avariée, chair de Larve élastique, ou lait caillé depuis 8 jours : votre estomac jamais ne faiblira !"
2022-03-28,Clynt est le Méryde de la susceptibilité. Sa peau sensible le rend si irritable qu’il se froisse dès qu’on lui dit quelque chose. C’est sa faute si les Iops ne supportent pas la moindre remarque sur leurs cheveux et les Enutrofs sur leurs rides... et leurs cheveux aussi d’ailleurs !,"Amalia Sheran Sharm a beau jouer les dures à cuire, dès qu’on lui fait une remarque sur sa coiffure, sa tenue vestimentaire ou encore sa poupée, elle se met à bouder ! C’est bien connu, les princesses, surtout quand elles sont Sadidas, sont vraiment des personnes… à fleur de peau !","Aujourd’hui, vous serez à fleur de peau ! Une simple remarque sur votre prénom ou votre nouvelle panoplie, et vous prendrez tout de suite la moomouche ! Espérons que personne n’ait l’idée de vous dire que vous êtes coiffé comme un Boufmouth mal réveillé…"
2022-03-29,"Ocarian est le Méryde du charisme. Il offre un grand pouvoir de fascination aux gens les moins gâtés par la nature. Ainsi, grâce à lui, le plus hideux des aventuriers peut s’attirer les faveurs de la plus belle des aventurières... Et vice versa ! De quoi redonner espoir à beaucoup de gens !","Kriss la Krass est le capitaine de l’équipe de Boufbowl des Bouftons Rouges. Son charisme et son sens du spectacle l’ont hissé directement au rang de star de la Boufballe ! Il lui suffit d’un simple signe de main pour mettre toute une foule en ébullition ! En somme : c’est la grande Krass, euh… classe !","Aujourd’hui, vous allez briller en société ! Quoi que vous fassiez, votre entourage sera complètement fasciné ! À tel point que vous en arriveriez presque à faire peur au fantôme d’un pirate sanguinaire ! Alors, n’hésitez pas ! Présentez-vous n’importe où : le succès sera au rendez-vous !"
2022-03-30,"Mahadine est la Méryde des queues. Elle raffole des appendices, qu’ils soient longs, tordus ou même poilus ! Elle veille à ce que ceux qui en sont pourvus en prennent soin et ne les coincent pas. C’est notamment grâce à elle si votre Chienchien remue frénétiquement la queue quand il vous voit !","La légende veut qu’Ecaflip utilisât une épée composée de ses propres queues lors du combat qui l’éleva au rang de Dieu… On dit aussi que grâce à elle, il arrivait à battre ses ennemis avec tellement d’aisance que ces derniers repartaient tous… la queue entre les jambes !","Aujourd’hui, pas besoin de faire la queue si vous voulez vous en procurer une ! Mulous, Chachas et autres animaux exotiques : vous aurez l’embarras du choix ! De quoi faire une écharpe douce et soyeuse… à condition que vous n’ayez pas opté pour l’appendice d’un Prespic !"
2022-03-31,Kimbru est le Méryde de la poisse. Son corps produit sans cesse une matière visqueuse qui dégouline le long de son corps et se répand sur le monde. Elle vient alors se coller au hasard sur les gens et leur attire tout un tas d’ennuis qu’ils n’avaient pas avant...,"Si Dodge, un Ecaflip de l’Âge des Dofus, a autant la poisse, c’est parce qu’il détient une épée maudite. Cette dernière fut forgée accidentellement par Mistigri, l’artisan le plus malchanceux de tous les temps ! Il semblerait que la poisse soit contagieuse… en plus d’être particulièrement collante !","Aujourd’hui, le sort risque de s’acharner contre vous ! Glisser sur une Larve par mégarde, tomber sur un Pichon pas frais, perdre au combat face à un Piou : voilà le genre de chose qui pourrait vous arriver. Allez, bonne journée, et surtout… bon courage !"
2022-04-01,"Azra est la Méryde des plaisanteries. Elle se nourrit exclusivement du rire des gens ! Du gras au tonitruant en passant par le jaune ou le grinçant ! Pour ne jamais être à court, elle inspire des tas de farces aux aventuriers. Et en cas de fou rire, elle se paie un véritable festin !","Ronan le Blagueur est un gobelin farceur de l’Âge des Dofus. Sa spécialité ? Coller des pichons d’aperirel dans le dos des aventuriers, leur glisser des araknes dans le pantalon, et dénouer les lacets de leurs boufbottes… Un rituel facétieux bien rodé qu’il appelle « la farce-attaque ».","Aujourd’hui est un jour dédié aux blagues, alors profitez-en pour faire une farce à vos amis. La tradition la plus répandue veut que l’on colle une arête de pichon dans le dos des gens. Si vous n’en avez pas sous la main, un tentacule de kralamoure fera l’affaire."
2022-04-02,"Yamato est le Méryde de la soif. Pour éviter que les gens ne se déshydratent, il fait naître chez eux l’envie de boire. Certaines personnes, comme les Pandawas, sont plus sensibles que d’autres à son pouvoir. Quant aux taverniers, ils lui doivent une bonne partie de leur chiffre d’affaires !","Plus fort que la bière de bwork, plus goûtu que le koka-kolarve : essayez le lait de bambou fermenté ! Pour une ivresse réussie, et une désaltération optimale, rien de tel qu’une bonne chopine de ce breuvage ! Le lait de bambou fermenté, boisson officielle des Pandawas depuis des générations…","Aujourd’hui, vous risquez d’être complètement déshydraté. Vous aurez beau boire des seaux d’eau par dizaines, rien ne pourra étancher votre soif. Alors, autant vous attaquer directement à l’eau d’une rivière, voire de la mer ! En prenant garde, bien sûr, de ne pas avaler de poissons au passage…"
2022-04-03,"Jédébaï est le Méryde des conjurations. Il veille sur les habitants du Monde des 12 en annulant l’effet des malédictions dont ils sont victimes. Pour cela, il inspire aux mages des formules magiques permettant de renvoyer les morts là où ils sont censés être : six pieds sous terre !","Nistracolamus est un prêtre-exorciste de l’Âge des Dofus. Grâce à ses pouvoirs mystiques, il aide les âmes égarées à trouver le repos qu’elles méritent. Mais on dit qu’il prend tellement de plaisir à libérer ces esprits, que les vivants, eux, le regardent… d’un très mauvais œil !","Aujourd’hui est le jour idéal pour chasser les mauvais esprits ! Qu’il s’agisse d’aller traquer des fantômes dans un coin reculé, ou de déloger une chauffe-souris de votre grenier. Et par pitié, je vous en conjure, profitez-en aussi pour écarter toutes vos mauvaises pensées !"
2022-04-04,"Typlanêt est la Méryde de la sécurité. Grâce à son pouvoir unique, elle veille sur les bûcherons, les combattants d’arène, ou les aventurières en fuite. En cas de petit accident, ses deux bras absorbent les chocs et assurent à chacun une protection optimale, tout au long de la journée !","Amayiro est l’un des chefs de la milice bontarienne. Durant l’Âge des Dofus, il commande une armée de soldats dévoués et assure la sécurité de sa cité. Ainsi, les habitants de Bonta peuvent arpenter ses rues sans crainte de se faire attaquer par un Brâkmarien embusqué… ou par un chacha apeuré !","Aujourd’hui, vous allez pouvoir montrer l’exemple en matière de sécurité. C’est le moment d’apprendre aux aventuriers novices à se protéger derrière un bouclier solide, ou aux conducteurs de dragodindes à respecter le code de la route… et à boucler leur ceinture, évidemment."
2022-04-05,"Tasmalin est le Méryde des montagnes. Il veille sur elles et empêche les alpinistes et autres aventuriers de s’y blesser. Pour cela, il retient les pierres susceptibles de créer des éboulements et arrête les avalanches. Ou l’inverse, selon qui se trouve en dessous...","Certains racontent que c’est l’Eniripsa Skeunk qui, à l’Âge des Dofus, a ouvert le passage vers la Montagne des Koalaks. Ses expériences sur le Dofus Kalyptus auraient déclenché une véritable catastrophe naturelle, coupant le Massif de Cania en deux ! Vous y croyez, vous ?","Aujourd’hui est le jour idéal pour se promener à la montagne. Vous pourrez ainsi profiter de l’air frais et de magnifiques panoramas… Mais attention à ne pas vous faire piétiner par un craqueleur ! Dans le cas contraire, la dernière pierre que vous gravirez sera probablement votre pierre tombale…"
2022-04-06,Itourp est la Méryde des inversions. Elle passe ses journées à tout faire à l’envers ! C’est sa faute si les Iops inversent les lettres des mots et si les aventurières confondent leur droite et leur gauche. Son péché mignon : vous faire enfiler votre slip du mauvais côté !,".etologir sulp tios eiv as euq ruop srevne’l à relrap à erttem es tialla li’uq tid es poI nu, ruoj nU ,is emêm …tiarid li’uq ec tiardnerpmoc en ennosrep euq ésnep sap etsuj tiava’n lI  ! esohc-dnarg sap egnahc en aç ,poI nu ruop","Aujourd’hui, vous risquez de tout faire à l’envers : confondre votre belle-mère avec la pichonnière du quartier, marcher à reculons dans une forêt pleine de trools, utiliser une poudre magique pour épicer votre repas du midi… Il ne manquerait plus que vous enfiliez votre pyjama au réveil !"
2022-04-07,"Bensom est le Méryde de l’orge. Il veille sur les épis et les grains de cette céréale si appréciée des Pandawas. Pour les faire pousser plus vite, il a une technique imparable : leur parler ! « Dis-moi gros gras grain d’orge, quand te gros-gras-grain-d’orgeras-tu ? »","Après le blé, l’orge est sans doute la céréale la plus consommée dans le Monde des Douze. En farine, en épi, ou en bouillie, tout le monde se l’arrache ! À tel point que les paysans parlent parfois de véritable « ruée vers l’orge » !","Aujourd’hui est le jour idéal pour faire une petite cure de céréales ! Riche en fibres, minéraux et vitamines, l’orge facilitera également votre digestion, vous évitant ainsi les petits désagréments intestinaux. Alors, faites-vous plaisir : mangez-en quelques grains !"
2022-04-08,"Enaibi est la Méryde de la lenteur. C’est en partie sa faute si certains aventuriers, Iops principalement, mettent du temps, beaucoup de temps, à apprendre une leçon de géographie. Elle protège également les tortues de l’île de Moon et raffole des courses de larves !","C’est bien connu, les meilleurs arbitres de boufbowl sont les Xélors ! En déformant le temps, ils sont capables d’opérer de superbes ralentis ! Une technique qui leur permet d’analyser chaque match seconde par seconde… au détriment du public qui finit souvent par trouver le temps long !","Aujourd’hui, vous risquez d’être un peu lent. Très lent… Trop leeent ! À tel point que même une larve ou une tortue n’auront aucun mal à vous dépasser. Un jour idéal pour flemmarder au soleil sur une île exotique. Après tout, rien ne sert de courir…"
2022-04-09,"Mak est la Méryde du théâtre. Elle donne aux gens l’envie de se déguiser et de jouer la comédie pour se divertir. Mais aussi pour obtenir ce qu’ils désirent... D’ailleurs, les larmes de crocodaille des enfants qui réclament des sucreries sont une de ses spécialités !","Durant le Chaos d’Ogrest, Noximilien Colxen, un horloger xélor, perd tous les membres de sa famille. Pour ne pas les oublier, il fabrique alors des marionnettes à leur effigie. Et chaque fois que la nostalgie le gagne, il les fait jouer dans son petit théâtre improvisé, et revit les scènes de son passé…","Aujourd’hui, vous allez peut-être jouer le rôle de votre vie ! Mais avant de pouvoir brûler les planches, il va d’abord falloir vous mettre en scène. Affronter un monstre au fond d’un labyrinthe, battre un aventurier en duel, ou tenir tête à votre belle-mère : c’est vous qui avez les cartes en main."
2022-04-10,"Nunu est le Méryde de la force. Ne vous fiez pas à son prénom tout mignon ! Car grâce à lui, le plus maigrichon des aventuriers devient capable de battre un trool à la lutte, soulever un craqueleur d’une main et même retenir une Enutrof devant une montagne de kamas... C’est dire !","« Personne pour faire un bras de fer avec moi… Personne ?! » — Metag Robill, mercenaire de l’Âge des Dofus qui aurait battu le minotoror à mains nues... selon ses dires.","Aujourd’hui, vous allez vous sentir fort comme un bouftou ! Viser la lune, ça ne vous fera pas peur ! Porter une dragodinde en équilibre sur un doigt, pas de problème ! Et si vous doutez malgré tout de vos capacités, une petite boisson énergétique, et vous voilà paré pour la journée !"
2022-04-11,"Jay est le Méryde de l’élasticité. Son corps ressemble à un gigantesque amas de pâte à mâcher ! Il donne aux choses et aux aventuriers la capacité de s’étirer. Parfois, pour passer le temps, il s’amuse à casser l’élastique de votre lance-pierre... Ou à faire claquer celui de vos sous-vêtements !","Bilby est une gelée de l’Âge des Dofus dotée d’une élasticité hors du commun ! Grâce à cette capacité, elle change de forme comme ça lui chante ! Elle peut par exemple se transformer en lapino, en catapulte ou même… en parachute ! Ça claque, non ?","Aujourd’hui est le jour idéal pour tester l’élasticité de votre slip de bain en peau de bouftou ! Rien de tel qu’une petite baignade dans un lac pour vérifier s’il est bien attaché ! Attention toutefois à ne pas trop tirer sur la corde… et ce, même si vous en avez plus d’une à votre arc."
2022-04-12,"Mobbib est le Méryde des revenants. Il a le pouvoir de faire revenir les âmes des défunts sous forme de spectres. C’est sa faute si vous entendez des « hooouuu !! », « haaa ! », « beuargh ! » lorsque vous passez dans un cimetière et si vous n’osez jamais... y revenir !","Pour lutter contre Ignemikhal, le dragon du feu, Brumaire emploie les grands moyens ! Il ramène à la vie les 28 guerriers les plus puissants que Brâkmar ait connus à l’Âge des Dofus. Mais ces revenants ont beau renaître de leurs cendres, vont-ils pour autant faire long feu face au dragon ?","Vous êtes persuadé depuis toujours d’entendre la voix de feu votre grand-père ? Non, vous n’êtes pas fou ! Et aujourd’hui, vous pourrez le prouver à tous vos amis ! Emmenez-les donc dans un endroit hanté pour leur prouver que les fantômes… eh bien… ça existe !! Les chafers aussi, d’ailleurs…"
2022-04-13,Gorzarel est le Méryde des parfums. Il confère aux choses et aux gens une odeur agréable et attrayante. C’est grâce à lui si les fleurs sentent si bon et si les aventurières s’aspergent le corps de la dernière fragrance tendance. Dommage qu’il ne s’occupe pas des pets de wabbit...,"Certains sages douteux affirment qu’en langue ancienne, l’expression « Sadida » signifierait : « Celui dont les souliers, aux semelles de vent, sont parfumés de senteurs exquises et musquées ». C’est qu’ils n’ont sans doute jamais eu affaire à l’arôme si délicat… d’un pied sadida !","Aujourd’hui, vous allez en prendre plein les narines. Essences de bois précieux, aromes fleuris, effluves subtils d’un corps d’aventurier après un combat de plusieurs heures : tous les parfums du Monde des 12 trouveront grâce à vos yeux."
2022-04-14,"Bûnty est la Méryde des nuages. Elle crée ces derniers à partir de gouttelettes d’eau puis les façonne en fonction de son humeur : bouftou, cœur, et même, quand elle a faim, en forme de tofu-burger ! Mais ce qu’elle aime le plus, c’est couvrir le ciel pour avoir les rayons du soleil rien que pour elle !","Le Chevalier Nuage est un bandit de l’Âge des Dofus. On dit de lui qu’il prend ses adversaires par surprise, qu’il peut se faufiler n’importe où, et qu’il n’a de pitié pour personne. Ses victimes s’accordent d’ailleurs toutes sur ce point : quand Nuage est dans les parages, il va y avoir de l’orage !","Aujourd’hui, vous risquez d’avoir la tête dans les nuages. Au sens propre, comme au figuré ! C’est l’occasion de grimper au sommet d’un arbre pour regarder le ciel. Peut-être y verrez-vous quelques formes poétiques : écume de mer, laine de bouftou, bave moussue d’un mulou enragé…"
2022-04-15,"Mascha est la Méryde de la productivité. Selon son humeur, elle décide de rendre les gens plus ou moins productifs. C’est grâce à elle si les paysans fauchent parfois plus de blé qu’ils n’en ont besoin, et à cause d’elle si les poètes sont parfois soumis à l’angoisse de la page blanche.","Si la nation de la Nouvelle Sufokia est devenue une puissance industrielle de l’Ère du Wakfu, c’est grâce à la stasili, le minerai de Stasis. Armes de guerre, bâtiments submersibles, steamflex : on peut dire que les Steamers sont très productifs… mais pas écolos pour un kama !","Aujourd’hui, vous allez carburer ! Que vous soyez en train de bricoler une nouvelle invention, faucher votre champ de blé, ou simplement vous tourner les pouces, vous serez plus productif que jamais !"
2022-04-16,"Favarez est le Méryde de la puanteur. Son corps dégage une odeur infecte et très tenace. Lorsqu’il se déplace, celle-ci se répand sur le monde et s’accroche n’importe où, que ce soit dans les bottes des aventuriers ou sur les bouftous. Un pouvoir qui ne le met pas en odeur de sainteté auprès des gens...","Posho dit « Le Puant » est un joueur de boufbowl de l’Ère du Wakfu. Pour bloquer ses adversaires, il utilise une technique unique : il lui suffit de desserrer les fesses pour répandre un nuage de puanteur sur le terrain… qui n’épargne personne, au grand regret de son équipe !","Mais… d’où viennent ces odeurs ? De vos canalisations ? Si vous habitez Astrub, c’est possible. Car la cité est l’un des endroits les plus malodorants du Monde des 12 ! Mais avant de tirer des conclusions hâtives, regardez sous vos semelles : vous avez peut-être simplement marché dans une crotte…"
2022-04-17,"Etnop est le Méryde des œufs. Ces derniers, il y tient comme à la prunelle de ses yeux. C’est pourquoi il veille sur eux telle une vraie mère Pioulette, allant jusqu’à en cacher certains pour que personne n’y touche ! Et mieux vaut ne pas les lui casser, car ce sera œuf pour œuf, dent pour dent !","Les Dofus sont des œufs de Dragons aux pouvoirs extraordinaires. On raconte que celui qui arrivera à tous les réunir deviendra l’égal des Dieux. Mais le mystère qui les entoure est si bien entretenu, qu’ils sont presque introuvables ! Mis à part ceux au chocolat… et encore !","Aujourd’hui, vous allez pouvoir vous faire cuire un œuf ! Et même plusieurs ! En omelette, au plat, à la coque et même en gelée, vous récolterez plus d’œufs que durant toute une année ! Pwâk, c’est l’occasion de partager une omelette géante entre amis... ou de se faire une bataille d’œufs pourris !"
2022-04-18,"Duc est le Méryde de la sensualité. Il donne, entre autres, un grand pouvoir de séduction à certaines aventurières. Et comment fait-il cela ? En ralentissant leurs mouvements lorsqu’elles secouent leurs cheveux, ou lorsqu’elles s’abaissent pour ramasser un objet tombé à terre... Le coquin.","J’aime, j’aim’ tes œufs, j’aim’ ton odeur ! Tes écailles de couleuuur ! Laisse-moi te charmer ! Sensuaaalitééé ! – Chanson de l’ondine envoyée par Djaul, pour charmer le dragon Aguabrial.","Aujourd’hui, vous allez faire tourner les têtes ! L’élu(e) de votre cœur vous mangera dans la main ! Et il ne vous faudra pas beaucoup d’effort pour le/la faire grimper au Torrideau… Bien sûr, avant de vous lancer, vérifiez l’état de fraîcheur de vos dessous. On ne sait jamais…"
2022-04-19,"Tchoub est le Méryde du luxe. Il donne aux gens le goût de l’opulence, et transforme les objets inutiles et hors de prix en choses totalement indispensables. Sous son influence, les aventuriers les plus riches sont capables de dépenser tous leurs kamas pour une lunette de toilette en or !","Baraka est un Ecaflip de l’Âge des Dofus. Grâce à sa chance infaillible, il a amassé une fortune qui ferait pâlir de jalousie les Enutrofs les plus riches du Monde des 12 ! Galions, bijoux, femmes, il peut se payer tout ce qu’il lui chante ! Et si l’envie lui prend, il n’hésitera pas à se payer… votre tête !","Aujourd’hui, vous allez rouler sur l’or ! C’est l’occasion de vous acheter tout ce dont vous rêvez : dragodinde luxueuse, maison avec 15 chambres et 8 salles de bain, bel anneau orné d’un diamant… ou alors, soyez fou : offrez-vous le luxe de ne rien vous offrir !"
2022-04-20,Viti est le Méryde de l’Est. L’estime qu’il a pour cette région n’a pas de limites : ses filles sont les plus belles du Monde des 12 et ses aventuriers en ont dans l’estomac ! Il fera tout pour vous donner l’envie de visiter cette partie du monde qu’il considère presque comme... céleste.,"C’est un fait : sur le Monde des 12, le soleil se lève à l’est. Pourtant, certains Iops affirment que cela dépend de l’inclinaison de leur tête au moment du réveil…","À l’ouest, rien de nouveau ? Eh bien, allez donc faire un tour à l’est du Monde des 12 ! On dit qu’on y trouve des terres de feu, des monstres barbus, et tout un tas de choses exotiques ! Mais reste à savoir si vous aurez le courage de vous y rendre… Est ou ne pas est ? Telle est la question."
2022-04-21,"Scheik est la Méryde des objets perdus. Vos chaussettes disparaissent mystérieusement après chaque lessive ? Pas moyen de remettre la main sur le doudou de votre bambin ? Ne vous inquiétez pas, Scheik veille précieusement sur vos objets égarés ! Par contre, jamais vous ne les reverrez...","Durant l’Âge des Dofus, le démon Uk’Not’Allag’ fut emprisonné grâce à des entraves magiques : les Têtes à Clic et à Clac. Nul ne sait ce qu’elles sont devenues depuis. Car leur dernier propriétaire, Fallanster, s’est fait piétiner par son troupeau de bouftous avant de révéler où il les avait cachées…","Aujourd’hui, vous aurez l’impression d’avoir perdu la boule ! Vous aurez tellement la tête dans la lune que vous ne retrouverez rien, pas même votre épée, que vous avez pourtant si soigneusement rangée. Alors un conseil : restez loin des labyrinthes, si vous ne voulez pas vous perdre, vous aussi !"
2022-04-22,"Sylfaen est le Méryde du silence. Ses oreilles ultra sensibles ne supportent pas le moindre petit bruit ! Sous son influence, les chienchiens cessent d’aboyer, les tofus de gazouiller, les bouftous de pé... Enfin, vous voyez !","Le Voleur de Voix est un brigand de l’Ère du Wakfu plutôt atypique. En effet, les kamas ou les objets de valeur ne l’intéressent pas le moins du monde ! Lui ne s’en prend qu’aux cordes vocales des candidats de la Barde Academy, qu’il compte bien réduire au silence… une bonne fois pour toutes !","Aujourd’hui, vous aurez des envies de calme. Alors, installez-vous au bord de l’eau et prenez le temps de méditer… Méfiez-vous tout de même qu’un de vos ennemis ne vous ait pas suivi. Auquel cas il pourrait bien en profiter pour vous réduire au silence… définitivement."
